cleaned_message,sentiment
nkla these allegation by the short seller be false and misleading and design to manipulate the market to profit from manufacture decline in nikola stock price,Bullish
nkla bosch quothindenburg either recklessly misunderstand or willfully misrepresent the vehicle pre production process to fit its narrativequot,Bullish
nkla oh no hopefully gm will release statement guy probably not because this have nothing to do with them ouch,Bearish
nkla sweet spot reach and load the truck see you guy after year star struck,Bullish
nkla nikola set the record straight on false and misleading short seller report,Bullish
nkla who buy at last week rollingonthefloorlaughing rollingonthefloorlaughing,Bearish
nkla jim cramer do his research too,Bearish
nkla i mean it when i say this be stupid refuttal actually trevor just validate hindenburg case,Bearish
nkla hindenburg well lawyer up sec go after slander and manipulation,Bullish
nkla rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing cant wait for the rh boy to dump this crap to buck facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,Bearish
nkla weekly chart look look to run this week and towards end of year as long await catalyst be announce,Bullish
nkla still red under,Bearish
nkla pain,Bearish
nkla monday dropofblood tuesday dropofbloodwednesday thursday dropofblood friday dropofblood,Bearish
nkla part of the nikola rebuttal be say they never imply the truck be move under its own power be you kid me so we be all just suppose to assume it be tow to top of mountain road pop in neutral and push down rollingonthefloorlaughing rollingonthefloorlaughing nkla be dunzo come to wkhs and make your money back usps contract imminent money mouthface,Bullish
nkla time for money,Bullish
nkla the sec will drop the hammer on hindenburglar now,Bullish
nkla bull be still celebrate that they roll the truck oh man,Bearish
nkla where be that bull that keep say bearface ooowwff i be steal that,Bearish
nkla rip,Bearish
nkla even gm be go to announce soon that hindenburg short seller report be false and misleading and also expect to increase the stake in nkla,Bullish
nkla mann this be go to rocket on market open rocket,Bullish
nkla hindenburg report the report from hindenburg an activist short seller financially motivated to manipulate the market and profit from manufacture decline in nikola stock price contain number of false and misleading statement regard the company operation and multi year groundbreake rampd effort among the stark example be the follow short seller mischaracterizes quote by bosch employee follow the publication of the short seller report bosch state specific instance in the hindenburg report quote bosch employee be take out of context bosch have also state the employee speak only about bosch own plan for the iaa industry show and hhaul project for the european union nikola and bosch be align on the product roadmap for the tre truck the truck be currently be build and commission in ulm germany and be pre production build hindenburg either recklessly misunderstand or willfully misrepresent the vehicle,Bullish
nkla ev and fcev be the future,Bullish
nkla look how excited they be you have long road wait till when your rh fairy come in,Bearish
nkla buy buy buy this be super crazy cheap now,Bullish
nkla hindenburglar founder see run into the airport this morning,Bullish
nkla short seller allege that nikola be not real truck and be in fact pusher the nikola be real truck that sit in nikola showroom pusher mean vehicle that be not design to be move by its own propulsion system the nikola be in fact design to be power and drive by its own propulsion,Bullish
nkla so basically every allegation be correct didnt talk about the miss solar roof large hydrogen station travis milton the rock star congratulation to the the bull you be catch in lie dont blame you but you have to blame tm,Bearish
nkla more bag holder create everyday here love it,Bearish
nkla the good cat company,Bullish
nkla how many new bull be buy without actually read the rebuttal lol,Bearish
nkla so let me get this straight there be page report say that nikola be scam so nikola create paragraph blog to disprove the research do facewithtearsofjoy rollingonthefloorlaughing facewithtearsofjoy milton say he be go to put together research clownface,Bearish
nkla smart people will long this sht right now,Bullish
nkla that rebuttal be bad than just stay quiet hahahahahahaah they basically admit to everything this be go to damage them beyond belief,Bearish
nkla the potential battery technology advancement be relate to an ongoing confidential rampd partnership with lead academic institution not zapgo another big promise,Bearish
nkla definitely no hill partyingface,Bullish
nkla and winner be nikola congratulation bull what beautiful monday morning it be,Bullish
nkla hindenberg liars,Bullish
nkla bet you hindenburg be already put together point by point response and reload up the short position because this turd just break again oh my fucking god this be go to be epic facewithtearsofjoy facewithtearsofjoy rollingonthefloorlaughe rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing,Bearish
nkla,Bullish
nkla crap there go again sorry bull,Bearish
nkla the world need to hear my rebuttal loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface,Bearish
nkla i predict to be the bottom that can comfortably be take as bottom and leave the investment for year to year term for good profit,Bullish
nkla you all play yourself why would gm invest in fraud company if they do not think it be legit hang tough bull,Bullish
nkla clownface,Bearish
nkla bear be run away can not do anything now smilingfacewithsmilingeye,Bullish
nkla wow talk about drop the hammer now i will watch hindenburg and all you bear burn,Bullish
nkla loading day,Bullish
nkla dude have follower hahahahaha hahahah dropofblood dropofblood dropofblood dropofblood,Bearish
nkla watch at open manfacepalminglightskintone manfacepalmingmedium darkskintone,Bearish
nkla looks like hibdenburglar be go out if business hehehe,Bullish
nkla it be already go up bear and this be crazy,Bullish
