,index,sentiment,cleaned_message
789,837,Bearish,twtr fb amzn forget to add dis to the list of the stock twit sex offender list put these pedo into the ground dropofblood dropofblood dropofblood dropofblood dropofblood pizza pizza pizza pizza pizza pizza pizza pizza
790,843,Bullish,twtr still more downside want to accumulate more below
791,844,Bullish,twtr hold up great consider the market every share holder should be proud
792,846,Bullish,twtr embrace positivity
793,847,Bearish,twtr like say when it be still float green this turd of stock be sinker and now its be flush
794,848,Bearish,twtr trump get even with social medium at pm today
795,849,Bearish,twtr fb amzn put them pedo into the ground dropofblood dropofblood dropofblood dropofblood dropofblood pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza
796,850,Bullish,twtr lets tweet guy to have more bullish to the deserve market
797,851,Bearish,twtr have not label or fact check sleep joe and indian womenwho be not black at all and family have huge slavery plantation where she receive her wealth
798,852,Bearish,spy twtr lmao breaking twitter say it will quotlabel or remove unverifiedquot election result claim will flag trump if he claim early victory
799,855,Bearish,twtr this turd be not float today its sinker
800,857,Bullish,twtr buy the dip
801,858,Bullish,twtr flag nicely break of be important provide market stay green
802,859,Bullish,twtr the chart be very bullish
803,860,Bullish,all the answer to the simulation be inside the simulation but yo get to wutch what twtr do not what twatr say monkey banana brain
804,861,Bullish,twtr thumbsup thumbsup
805,862,Bullish,twtr the good thing you could be master the chaos in you
806,863,Bearish,fb twtr amzn send these pedophile into bankruptcy dropofblood dropofblood dropofblood pizza pizza pizza pizza pizza pizza pizza pizza pizza
807,864,Bullish,twtr bulls be grant bullish wish
808,865,Bullish,twtr this be twtrs time to shine
809,867,Bullish,twtr luna masking
810,872,Bullish,aapl amzn amd twtr
811,875,Bearish,twtr the problem with twatter be that its shitty product that literally anybody could do well eventually someone will i wouldnt touch this trash with foot pole once orange fuckface be go theyll lose all prominence
812,880,Bearish,twtr get catch buying call on this but this shit finna go down manfacepalmingmediumskintone
813,881,Bullish,snap amp twtr both lookin like they want to pop out of channel they be stick in since ipo both flirt big breakout relative performance great lately money flow in drove
814,882,Bullish,twtr the secret to get ahead be get bullish
815,883,Bearish,fb twtr these pedophile be about to lose all their money dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood pizza pizza pizza pizza pizza pizza pizza pizza pizza
816,884,Bearish,twtr twitter be push pedophile agenda boycott twitter pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface
817,885,Bullish,twtr go to load up more at that price
818,886,Bullish,twtr well to see something bullish once than to hear about it time to discern something more bullish you may go through
819,889,Bullish,twtr daily rotation
820,891,Bullish,twtr be friend with bulls be great
821,892,Bullish,twtr way over sell and under value
822,893,Bullish,twtr over sell
823,894,Bearish,fb twtr treason be serious crime we will see look up the th amendment they about to get wreck among other crime your move
824,895,Bullish,another win alert base on our custom thinkorswim script amzn amzn twtr twtr
825,896,Bullish,twtr next on cnbc
826,897,Bullish,twtr go to start accumulate share soon
827,898,Bullish,twtr whatever happend to the tic toc deal
828,899,Bearish,twtr nice
829,900,Bullish,twtr this stock and its user be undervalue midterm investment should be great
830,901,Bullish,twtr never let red day go to waste
831,902,Bullish,twtr will go long at
832,903,Bullish,tsla elon really want to get in the sampp spy just post on twtr in war as in war
833,904,Bullish,twtr close the gap
834,905,Bullish,what be what twtr do not what the bum ewe jabronis on twatter say monkey banana brain
835,906,Bullish,twtr spy new york september prnewswire just in time for the kick off to the nfl season bud light in tandem with the nfl and twitter be proud to unveil quotbud light showtime camquot first of its kind interactive celebratory camera grant nfl fan an unforgettable experience with their beloved team and player
836,908,Bullish,twtr bulls let get our back
837,909,Bearish,twtr
838,910,Bullish,aapl when you see all of your tech stock snap twtr aapl gap up big at the same time
839,911,Bullish,twtr keep your eye here
840,912,Bullish,twtr show great strength
841,913,Bullish,twtr be trade twtr for over year and the chart have never look this great this be twtrs year
842,914,Bullish,twtr by election time it will around
843,916,Bearish,fb snap twtr nasdaq future drop follow techs bad rout since march tesla fall social media be sector under fire due to drop in ad spend warningselector warningselector warningselector these stock will be in purgatory while earning drop lower
844,917,Bullish,twtr way oversold
845,918,Bearish,tsla aapl fb msft twtr coldface coldface coldface
846,919,Bearish,fb twtr competition be major threat dedicated platform like stocktwit can enter the market easily
847,920,Bullish,twtr spy trade idea twitter still look very strong even after the pull back thursday friday price action be buy heavy on the horizontal and the day close above the yellow line as long as price action stay above i be extremely bullish momentum oscillator be in bearish posture which be my major concern follow me for stock discussion and analysis
848,922,Bullish,amzn googl goog nvda nflx nice move in premarket chartincrease moneybag checkmark flexedbicep
849,924,Bearish,nflx goog googl what surprise you bull
850,925,Bullish,wkhs buy rating with dollar pende mail truck contract the fact arkq load heavy of wkhs and they be in portfolio mean wkhs share look great to legendary trader and investor cathie wood i be still bullish tsla they be in the portfolio splk be bullish be goog and i be very bullish prlb be wow amazon and apple be move down on the list
851,926,Bullish,goog rn be below its feb high
852,927,Bullish,goog googl shit release the kracken again
853,928,Bullish,mvis so the top tier suspect buyer be aapl msft amzn amp goog i be think google and i be think the military vr headset rumor about mvis be true signofthehornsmedium lightskintone
854,929,Bullish,goog open
855,930,Bullish,goog i really feel like this have take over aol as far as top search enginen be concern and i think the statistic will back that up
856,931,Bullish,nflx you go to burn your aapl and goog phone the get of cutie revenue
857,932,Bearish,gg megacap sell wk jpm googl goog ma growthstock stock finance investment
858,933,Bullish,goog googl comparing sampp communication services atampt inc market capitalization be alphabet inc class market capitalization be alphabet inc class market capitalization be market capitalization be the total dollar market value of all of companys outstanding share do market cap matter when invest which be good to add to my portfolio
859,934,Bullish,ubx unity aim to develop senolytic medicine to slow halt or reverse disease of aging no want to get old and people like jeff bezos have invest heavy in this company presentation on and september msft goog aapl tsla
860,935,Bullish,goog i like google with bing i google the weather google sport i even google finance googling be very easy when you google with bing
861,936,Bearish,msft today my dad ask me to help him link datum between excel worksheet in his company onedrive i manage to sync datum from an online excel file by map the sharepoint folder to his computer the problem be this only work for him when edit use the desktop version this be not feasible since you can no long use the online editor so the entire company would have to map the sharepoint folder and stick to the desktop editor wtf microsoft people have be ask for this feature since goog sheet have this functionality from its inception so figure that of course the company that build excel would also support it jesus christ
