index,sentiment,cleaned_message
1198,Bullish,btcx jpm turn bullish before bakkt
1199,Bearish,double top identify jpm more insight
1200,Bearish,jpm sane old story no growth and flat seem stuck for awhile
1201,Bullish,trump be go to talk about steel barrier at the sotu speech tonight heavily short steel name could see nice pop nue rs clf
1202,Bullish,today breakoutstock diamond be forever bullish watchlist kmx cdw fet hbm iart mas osk rs wb stocktobuy
1203,Bullish,today breakoutstock diamond be forever bullish watchlist cdw on rs sogo hotnow stocktobuy potentialbreakout
1205,Bullish,pivotpoint bottom identify ttm more insight
1206,Bearish,double top identify ttm more insight
1207,Bearish,dnkn chart look good but maxed on tsi rsi traderep discord
1208,Bullish,dnkn free coffee
1209,Bullish,bkng goog amzn need to split to imo smilingfacewithheart eye twohearts
1210,Bullish,really like this setup in googl into this week friday bounce give us clear level amp break immediate downtrend line need to make high high to confirm be the floor stop entry above friday high around target good risk reward in my opinion goog
1211,Bearish,gg megacap sell wk googl ma goog growthstock stock finance investment
1212,Bullish,spy goog gaggles of geeses get giggle for google
1213,Bullish,crm this be pricy company but good solid i can see them get as big as goog in decade or so
1215,Bullish,tutorme fullstack acadamy amp learnforbe zvo retraced last week to level it be bounce between prior to their earning call where they beat eps estimate by and revenue by their eps of be up from yoy after transformation year look for this remote education play to bounce back next week after show reversal sign last friday with an gain and relative volume remote education chgg zm aapl twou lrn boxl hmhc pso logi stra prdo laur
1216,Bullish,chgg chegg have consensus rating of quotbuyquot and consensus price target of
1217,Bullish,chgg read the chart chop day eow
1218,Bearish,if you be trade this week read this chgg aroon indicator enter downtrend view odd of downtrend
1219,Bullish,tdoc and chgg nice entry
1220,Bullish,chgg come on get back to
1221,Bullish,chgg write put for hundy in premium let 's goo
1222,Bullish,kcac if we close here and go off the ah and pm monday open would be increase get in on the way up to tsla aapl
1223,Bearish,spy tsla aapl shoulda woulda coulda join bearish bull trading group but you didnt its not too late off limited time only courtesy of profit make short the fuck outta tsla promo code felonmusk
1224,Bearish,tsla want to bang my head on the wall people here ask why tsla be down it go to in march go up huge without any solid reason from to around just on the news of split now after split its at around fundamental doesnt even give it dollar price target all hype and elon musk charm
1225,Bullish,tsla penny corrupt too without help market read trump mantra kick leg out white house trump spy
1226,Bullish,aapl nvda tsla zm or fb
1227,Bearish,tsla buy the dip it be only share boyss
1228,Bullish,aapl tsla should recover aapl to tsla to
1229,Bearish,tsla do you think it be retail buy worth of stock every day fund pump it for their option play and now dump the useless stock
1230,Bullish,spy aapl amd tsla dkng
1231,Bullish,tsla slap that bear
1232,Bullish,spy spce ipob fvac tsla if we have second drop today to on spy you buy like mad not so sure it will come but if it do it will be gift target green for the first presidential debate rocket
1233,Bullish,tsla aapl spy nvda msft bear today your put lose already huggingface
1234,Bullish,msft aapl tsla fb average down my new position open yesterday in fb appl and tsla at dip hope to close green today golden opportunity to load up for long term job report excellent nothing wrong in market for bluechip trump be come back and so be market
1235,Bullish,snap nice relative strength yesterday and hold above the sma now like the look here for first
1236,Bullish,snap start size will add with more confirmation
1238,Bullish,snap incredible strength today
1239,Bullish,amd msft aapl today be big red day for most people however this create huge opportunity to average down reposition and set yourself up for the next green day all of our member be do this throughout the day and now we feel even more confident go forward fire fire fire
1240,Bullish,msft bounce up to tomorrow
1241,Bullish,msft boom tomorrow tik tok deal be go rocket rocket rocket
1242,Bullish,dbx have approximately usd go to the short side at pct short the bears be few
1243,Bullish,nvda star reviews amp almost sell out and this be their low end model spy msft qcom qq
1244,Bullish,msft another good print
1245,Bullish,spy qq msft aapl market will be green greensquare by tomorrow am like every thursday after job report
1246,Bullish,fb msft goog what cause these move up today
1247,Bullish,crwd wow george throw some mad shade at msft on the call call them legacy tech on security ruthless
1248,Bullish,msft wmt aapl fb goog this move by india should ensure us tech leadership and will reflect in price as well trump and modi not good for china signofthehornstik tok should close soon india ban chinese app include tencent game as border tension flare up
1249,Bullish,msft wmt aapl fb tsla fute should pop up green by tomorrow expect green day and selloff at close due to long weekend pull back play it safe long should not worry msft and wmt be my current play along with fb good luck
1250,Bullish,smartoptions register unusual activity alert delayed dnkn call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence sbux spy
1251,Bullish,smartoptions register unusual activity alert delayed dnkn call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence sbux
1252,Bullish,smartoptions register unusual activity alert delayed dnkn call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence spy sbux aapl
1253,Bullish,msft tiktok pay huge wow rhinocero twtr fb snap new competition come rhinocero
1254,Bullish,snap still think there may be little more room to the downside but could be wrong daily chart
1255,Bullish,fb excellent movement pleasantly surprised onward to market cap
1256,Bullish,fb old article we post on facebook back in february it have be and still be no brainer buy
1257,Bullish,aapl roku fb nio bigc we at apple welcome you guy back to safety
1258,Bullish,fb what hell of move today straight wrecking short my guess be this will run to become market cap daily chart
1259,Bullish,shll remember the fed support financial stability which market do not fight the fed spy fb crm
1260,Bullish,spy fb low baba thank dad
1261,Bullish,dbx add to dbx on box number macd just start to do bullish crossover must continue for confirmation rsi need to keep go up and cross into neutral zone from oversold zone sma hold recapture all the short term ema and sma i use keep go up
1262,Bullish,dbx be still struggle box continue to dominate the large enterprise sector box crush earning
1263,Bullish,dbx buy and hold it will take off day but difficult to say when lot of investor get burn trading option on this
1264,Bullish,dbx heyy finally
1265,Bullish,ttm still good value play even at these price
1266,Bullish,ttm move
1267,Bearish,overvalued signal alert ttm more insight
1269,Bullish,ttm wel eqr mnk avtr time be of the essence
1270,Bullish,ttm bailout talk news just out lightbulb lightbulb lightbulb
1271,Bullish,dnkn long and strong coffee and divided
1272,Bullish,myt red to green nice volume uptick support hold nicely this baby will run and run hard only matter of time sbux dtea dnkn lk
1273,Bullish,dnkn this be about to take off alien dashingaway dashingaway
1274,Bullish,dnkn i guess dnkn be good pick up after er late to the game but add to my sep because nice div good company will make some
1277,Bullish,srne spy ccl baba tsla we call it yesterday when price be not late to invest in solid company not late at all backhandindexpointingdown backhandindexpointingdown price projection do not consider the follow product with approval any day from fda minute antigen covid test unique minute spit covid test unique today price tarje without news
1278,Bullish,tsla sampp inclusion stock split new battery more giga easily
1279,Bullish,tsla my expectation today move be point
1280,Bearish,tsla just fart
1281,Bullish,tsla bang bang
1282,Bullish,tsla rotate past head for at money mouthface money mouthface money mouthface
